Age,Annual Income (k$),Spending Score (1-100)
-1.4254135839031123,-1.779171409493494,-0.43598941461357726
-1.2823665035114162,-1.779171409493494,1.1994133692955382
-1.3538900437072643,-1.739447014017658,-1.7209487448278822
-1.1393194231197203,-1.739447014017658,1.0436607232089559
-0.5671311015529361,-1.6997226185418224,-0.3970512530919317
-1.2108429633155684,-1.6997226185418224,1.0047225616873101
-0.2810369407695441,-1.6599982230659867,-1.7209487448278822
-1.1393194231197203,-1.6599982230659867,1.705609469076931
1.7931457249100484,-1.620273827590151,-1.837763229392819
-0.6386546417487842,-1.620273827590151,0.8489699156007278
2.0077163454975926,-1.620273827590151,-1.4094434526547175
-0.2810369407695441,-1.620273827590151,1.900300276685159
1.3640044837349603,-1.580549432114315,-1.3705052911330717
-1.0677958829238723,-1.580549432114315,1.0436607232089559
-0.13798986037784805,-1.580549432114315,-1.448381614176363
-1.2108429633155684,-1.580549432114315,1.121537046252247
-0.2810369407695441,-1.5408250366384793,-0.5917420607001597
-1.3538900437072643,-1.5408250366384793,0.6153409464708541
0.9348632425598722,-1.4613762456868076,-0.8253710298300333
-0.2810369407695441,-1.4613762456868076,1.8613621151635136
-0.2810369407695441,-1.4216518502109718,-0.5917420607001597
-0.9962723427280242,-1.4216518502109718,0.8879080771223734
0.5057220013847841,-1.3819274547351361,-1.759886906349528
-0.5671311015529361,-1.3819274547351361,0.8879080771223734
1.0779103229515683,-1.2627542683076287,-1.4094434526547175
-0.7101781819446322,-1.2627542683076287,1.2383515308171837
0.43419846118893607,-1.2627542683076287,-0.7085565452650965
-0.2810369407695441,-1.2627542683076287,0.4206501388626261
0.076580760209696,-1.223029872831793,-0.7474947067867421
-1.1393194231197203,-1.223029872831793,1.4330423384254118
1.5070515641266564,-1.183305477355957,-1.7988250678711735
-1.2823665035114162,-1.183305477355957,0.8879080771223734
1.0063867827557202,-1.0641322909284496,-1.7988250678711735
-1.4969371240989604,-1.0641322909284496,1.62773314603364
0.7202926219723281,-1.0641322909284496,-1.4094434526547175
-1.2823665035114162,-1.0641322909284496,1.1994133692955382
0.21962784060139204,-1.024407895452614,-1.2926289680897807
-0.6386546417487842,-1.024407895452614,0.8879080771223734
-0.20951340057369608,-0.9052347090251066,-0.9421855143949701
-1.3538900437072643,-0.9052347090251066,0.9657844001656646
1.8646692651058965,-0.8655103135492708,-0.5917420607001597
-1.0677958829238723,-0.8655103135492708,1.62773314603364
0.6487690817764802,-0.8257859180734349,-0.552803899178514
-0.5671311015529361,-0.8257859180734349,0.4206501388626261
0.7202926219723281,-0.8257859180734349,-0.8643091913516789
-1.0677958829238723,-0.8257859180734349,0.5764027849492085
0.7918161621681762,-0.7860615225975992,0.18702116973275243
-0.8532252623363282,-0.7860615225975992,-0.1244841224404124
-0.7101781819446322,-0.7860615225975992,-0.31917493004864045
-0.5671311015529361,-0.7860615225975992,-0.31917493004864045
0.7202926219723281,-0.7066127316459276,0.07020668516781563
-0.4240840211612401,-0.7066127316459276,0.38171197734098045
-0.5671311015529361,-0.6668883361700918,0.14808300821110684
1.4355280239308084,-0.6668883361700918,0.38171197734098045
0.7918161621681762,-0.6668883361700918,-0.20236044548370363
0.5772455415806321,-0.6668883361700918,-0.35811309157028604
0.8633397023640242,-0.6271639406942561,-0.007669637875475591
2.1507634258892887,-0.6271639406942561,-0.16342228396205802
-0.8532252623363282,-0.5477151497425844,0.03126852364617001
1.0063867827557202,-0.5477151497425844,-0.16342228396205802
2.2222869660851363,-0.5477151497425844,0.22595933125439804
-1.4254135839031123,-0.5477151497425844,0.18702116973275243
2.0077163454975926,-0.5079907542667487,0.07020668516781563
1.0779103229515683,-0.5079907542667487,0.34277381581933486
1.7216221847142004,-0.4682663587909129,0.03126852364617001
-1.4969371240989604,-0.4682663587909129,0.34277381581933486
0.29115138079724007,-0.4682663587909129,-0.007669637875475591
2.0792398856934406,-0.4682663587909129,-0.0855459609187668
-1.4254135839031123,-0.4682663587909129,0.34277381581933486
-0.49560756135708817,-0.4682663587909129,-0.1244841224404124
2.2222869660851363,-0.42854196331507705,0.18702116973275243
0.5772455415806321,-0.42854196331507705,-0.31917493004864045
1.5070515641266564,-0.38881756783924126,-0.046607799397121195
1.5070515641266564,-0.38881756783924126,0.22595933125439804
1.4355280239308084,-0.2299199859358981,-0.1244841224404124
-0.9247488025321763,-0.2299199859358981,0.14808300821110684
0.43419846118893607,-0.2299199859358981,0.10914484668946123
0.076580760209696,-0.2299199859358981,-0.0855459609187668
-1.1393194231197203,-0.2299199859358981,0.07020668516781563
0.7202926219723281,-0.2299199859358981,-0.31917493004864045
1.2924809435391122,-0.2299199859358981,0.03126852364617001
-0.06646632018200004,-0.2299199859358981,0.18702116973275243
2.0077163454975926,-0.2299199859358981,-0.35811309157028604
0.5057220013847841,-0.2299199859358981,-0.24129860700534922
-1.2823665035114162,-0.2299199859358981,0.26489749277604363
0.6487690817764802,-0.2299199859358981,-0.16342228396205802
1.1494338631474164,-0.11074679950839074,0.3038356542976893
-1.2108429633155684,-0.11074679950839074,0.18702116973275243
-0.3525604809653921,-0.07102240403255494,0.38171197734098045
0.7918161621681762,-0.07102240403255494,-0.16342228396205802
2.0792398856934406,-0.03129800855671915,0.18702116973275243
-1.4969371240989604,-0.03129800855671915,-0.35811309157028604
0.6487690817764802,0.00842638691911664,-0.046607799397121195
